Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,sourcearticleID
Productivity growth from an international trade perspective,"Lewrick, Ulf; Mohler, Lukas; Weder, Rolf",,,,REVIEW OF INTERNATIONAL ECONOMICS,MAY 2018,2018,26,2.0,,,,339,356,,10.1111/roie.12334,,,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,741430
The effects of rising labour costs on global supply chains: the case of China's cotton yarn industry,"Wang, Ping; Kinnucan, Henry W.; Duffy, Patricia A.",,,,APPLIED ECONOMICS,JUL 15 2019,2019,51,33.0,,,,3608,3623,,10.1080/00036846.2019.1584372,,,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,741430
Why Is Productivity Correlated With Competition?,"Backus, Matthew",,,,ECONOMETRICA,NOV 2020,2020,88,6.0,,,,2415,2444,,10.3982/ECTA12926,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741430
Dispersion and volatility of TFPQ and TFPR: findings from three service industries,"Morikawa, Masayuki",,,,INDUSTRIAL AND CORPORATE CHANGE,DEC 2019,2019,28,6.0,,,,1515,1531,,10.1093/icc/dtz019,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741430
Revisiting the Causal Effects of Exporting on Productivity: Does Price Heterogeneity Matter?,"Wassie, Tewodros Ayenew",,,,JOURNAL OF INDUSTRY COMPETITION & TRADE,JUN 2019,2019,19,2.0,,,,185,210,,10.1007/s10842-018-0287-2,,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741430
Gender Stereotypes,"Ellemers, Naomi",,,"Fiske, ST","ANNUAL REVIEW OF PSYCHOLOGY, VOL 69",2018,2018,69,,,,,275.0,298,,10.1146/annurev-psych-122216-011719,,,128,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,39,76,5,828128
"Self-citation is the hallmark of productive authors, of any gender","Mishra, Shubhanshu; Fegley, Brent D.; Diesner, Jana; Torvik, Vetle, I",,,,PLOS ONE,SEP 26 2018,2018,13,9,,,,,,e0195773,10.1371/journal.pone.0195773,,,17,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,1,828128
"United States National Postdoc Survey results and the interaction of gender, career choice and mentor impact","McConnell, Sean C.; Westerman, Erica L.; Pierre, Joseph F.; Heckler, Erin J.; Schwartz, Nancy B.",,,,ELIFE,DEC 18 2018,2018,7,,,,,,,e40189,10.7554/eLife.40189,,,7,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,828128
Prevalence of Female Authors in Case Reports Published in the Medical Literature,"Hsiehchen, David; Hsieh, Antony; Espinoza, Magdalena",,,,JAMA NETWORK OPEN,MAY 2019,2019,2,5,,,,,,e195000,10.1001/jamanetworkopen.2019.5000,,,6,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,828128
The Longitudinal Career Experiences of Interdisciplinary Neuroscience PhD Recipients,"Holley, Karri A.",,,,JOURNAL OF HIGHER EDUCATION,2018,2018,89,1,,,,106.0,127,,10.1080/00221546.2017.1341755,,,6,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,828128
Metabolic Discrimination of Different Rhodiola Species Using H-1-NMR and GEP Combinational Chemometrics,"Li, Xuanhao; Wang, Xiaobo; Hong, Daoxin; Zeng, Shangyu; Su, Jinsong; Fan, Gang; Zhang, Yi",,,,CHEMICAL & PHARMACEUTICAL BULLETIN,FEB 2019,2019,67,2,,,,81.0,87,,,,,4,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,828128
The Effect of R&D Investment on Graduate Student Productivity: Evidence From the Life Sciences,"Graddy-Reed, Alexandra; Lanahan, Lauren; Ross, Nicole M. V.",,,,JOURNAL OF POLICY ANALYSIS AND MANAGEMENT,FAL 2018,2018,37,4,,,,809.0,+,,10.1002/pam.22083,,,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,828128
The domestic basis of the scientific career: gender inequalities in ecology in France and Norway,"Loison, Anne; Paye, Simon; Schermann, Agnes; Bry, Clementine; Gaillard, Jean-Michel; Pelabon, Christophe; Brathen, Kari-Anne",,,,EUROPEAN EDUCATIONAL RESEARCH JOURNAL,MAY 2017,2017,16,2-3,,,SI,230.0,257,,10.1177/1474904116672469,,,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,828128
"The STEM Graduate: Immediately after Graduation, Men and Women Already Differ in Job Outcomes, Attributions for Success, and Desired Job Characteristics","Jasko, Katarzyna; Pyrkosz-Pacyna, Joanna; Czarnek, Gabriela; Dukala, Karolina; Szastok, Marta",,,,JOURNAL OF SOCIAL ISSUES,SEP 2020,2020,76,3,,,SI,512.0,542,,10.1111/josi.12392,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,828128
What Comes Next? Simple Practices to Improve Diversity in Science,"Fadeyi, Olugbeminiyi O.; Heffern, Marie C.; Johnson, Shanina Sanders; Townsend, Steven D.",,,,ACS CENTRAL SCIENCE,AUG 26 2020,2020,6,8,,,,1231.0,1240,,10.1021/acscentsci.0c00905,,,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,828128
Industrial organization and new findings on the turnover and mobility of firms,"Caves, RE",,,,JOURNAL OF ECONOMIC LITERATURE,DEC 1998,1998,36,4,,,,1947,1982,,,,,658,27.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,15,23,21,24,38,36,32,42,43,45,42,34,38,40,30,33,31,25,28,25,1,164212
Does entry size matter? The impact of the life cycle and technology on firm survival,"Agarwal, R; Audretsch, DB",,,,JOURNAL OF INDUSTRIAL ECONOMICS,MAR 2001,2001,49,1,,,,21,43,,10.1111/1467-6451.00136,,,219,10.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,10,9,10,8,14,17,17,13,11,14,12,16,13,20,23,0,164212
The roots of entrepreneurship and labour demand: Individual ability and low risk aversion,"van Praag, CM; Cramer, JS",,,,ECONOMICA,FEB 2001,2001,68,269,,,,45,62,,10.1111/1468-0335.00232,,,185,8.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,9,7,5,4,12,15,10,13,19,16,10,11,12,14,17,2,164212
"Legal form, growth and exit of west German firms - Empirical results for manufacturing, construction, trade and service industries","Harhoff, D; Stahl, K; Woywode, M",,,,JOURNAL OF INDUSTRIAL ECONOMICS,DEC 1998,1998,46,4,,,,453,488,,10.1111/1467-6451.00083,,,177,7.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,7,4,10,2,13,6,10,4,14,5,12,12,10,9,13,7,7,6,18,0,164212
SHOULD I QUIT MY DAY JOB?: A HYBRID PATH TO ENTREPRENEURSHIP,"Raffiee, Joseph; Feng, Jie",,,,ACADEMY OF MANAGEMENT JOURNAL,AUG 2014,2014,57,4,,,,936,963,,10.5465/amj.2012.0522,,,86,10.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,15,17,13,16,20,1,164212
"Bridging behavioral and economic theories of decline: Organizational inertia, strategic competition, and chronic failure","van Witteloostuijn, A",,,,MANAGEMENT SCIENCE,APR 1998,1998,44,4,,,,501,519,,10.1287/mnsc.44.4.501,,,72,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,6,1,6,4,2,4,6,1,5,4,3,2,8,7,5,3,2,0,164212
Failing firms and successful entrepreneurs: serial entrepreneurship as a temporal portfolio,"Sarasvathy, Saras D.; Menon, Anil R.; Kuechle, Graciela",,,,SMALL BUSINESS ECONOMICS,FEB 2013,2013,40,2,,,,417,434,,10.1007/s11187-011-9412-x,,,70,7.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,7,10,8,10,13,16,1,164212
Who Thinks about the Competition? Managerial Ability and Strategic Entry in US Local Telephone Markets,"Goldfarb, Avi; Xiao, Mo",,,,AMERICAN ECONOMIC REVIEW,DEC 2011,2011,101,7,,,,3130,3161,,10.1257/aer.101.7.3130,,,53,4.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,6,5,3,11,8,10,1,164212
Target's earnings quality and bidders' takeover decisions,"Raman, Kartik; Shivakumar, Lakshmanan; Tamayo, Ane",,,,REVIEW OF ACCOUNTING STUDIES,DEC 2013,2013,18,4,,,,1050,1087,,10.1007/s11142-013-9224-0,,,46,5.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,7,11,9,9,0,164212
The entrepreneur's mode of entry: Business takeover or new venture start?,"Parker, Simon C.; van Praag, C. Mirjam",,,,JOURNAL OF BUSINESS VENTURING,JAN 2012,2012,27,1,,,,31,46,,10.1016/j.jbusvent.2010.08.002,,,46,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,8,4,7,5,3,6,1,164212
MISALLOCATION AND MANUFACTURING TFP IN CHINA AND INDIA,"Hsieh, Chang-Tai; Klenow, Peter J.",,,,QUARTERLY JOURNAL OF ECONOMICS,NOV 2009,2009,124.0,4.0,,,,1403,1448,,10.1162/qjec.2009.124.4.1403,,,1040,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,34,35,78,92,70,92,102,124,187,197,14,465489
What Determines Productivity?,"Syverson, Chad",,,,JOURNAL OF ECONOMIC LITERATURE,JUN 2011,2011,49.0,2.0,,,,326,365,,10.1257/jel.49.2.326,,,720,65.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,50,60,68,78,79,115,116,104,21,465489
"Trade Liberalization, Exports, and Technology Upgrading: Evidence on the Impact of MERCOSUR on Argentinian Firms","Bustos, Paula",,,,AMERICAN ECONOMIC REVIEW,FEB 2011,2011,101.0,1.0,,,,304,340,,10.1257/aer.101.1.304,,,439,39.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,32,33,47,48,46,62,57,71,10,465489
Creative accounting or creative destruction? Firm-level productivity growth in Chinese manufacturing,"Brandt, Loren; Van Biesebroeck, Johannes; Zhang, Yifan",,,,JOURNAL OF DEVELOPMENT ECONOMICS,MAR 2012,2012,97.0,2.0,,,,339,351,,10.1016/j.jdeveco.2011.02.002,,,438,43.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,19,34,42,64,51,101,105,4,465489
Why Do Management Practices Differ across Firms and Countries?,"Bloom, Nicholas; Van Reenen, John",,,,JOURNAL OF ECONOMIC PERSPECTIVES,WIN 2010,2010,24.0,1.0,,,,203,224,,10.1257/jep.24.1.203,,,409,34.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,21,42,39,43,34,43,55,65,44,3,465489
Identifying Technology Spillovers and Product Market Rivalry,"Bloom, Nicholas; Schankerman, Mark; Van Reenen, John",,,,ECONOMETRICA,JUL 2013,2013,81.0,4.0,,,,1347,1393,,10.3982/ECTA9466,,,308,34.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,23,38,44,58,69,54,7,465489
DOES MANAGEMENT MATTER? EVIDENCE FROM INDIA,"Bloom, Nicholas; Eifert, Benn; Mahajan, Aprajit; McKenzie, David; Roberts, John",,,,QUARTERLY JOURNAL OF ECONOMICS,FEB 2013,2013,128.0,1.0,,,,1,51,,10.1093/qje/qjs044,,,306,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,30,31,37,58,55,55,6,465489
Multiple-Product Firms and Product Switching,"Bernard, Andrew B.; Redding, Stephen J.; Schott, Peter K.",,,,AMERICAN ECONOMIC REVIEW,MAR 2010,2010,100.0,1.0,,,,70,97,,10.1257/aer.100.1.70,,,269,22.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,21,21,25,24,32,20,45,27,32,1,465489
Growth Of Firms: A Survey of Theories and Empirical Evidence,"Coad, A",,,,GROWTH OF FIRMS: A SURVEY OF THEORIES AND EMPIRICAL EVIDENCE,2009,2009,,,,,,1,199,,,,,266,20.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,7,13,18,30,30,33,20,36,32,36,1,465489
Multiproduct Firms and Trade Liberalization,"Bernard, Andrew B.; Redding, Stephen J.; Schott, Peter K.",,,,QUARTERLY JOURNAL OF ECONOMICS,AUG 2011,2011,126.0,3.0,,,,1271,1318,,10.1093/qje/qjr021,,,262,23.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,24,24,22,32,24,45,37,32,2,465489
